Search_Parm,Resource,Search_Pram_Type,Expression
subject,DeviceUsage,reference,DeviceUsage.subject
based-on,DiagnosticReport,reference,DiagnosticReport.basedOn
category,DiagnosticReport,token,DiagnosticReport.category
conclusioncode-code,DiagnosticReport,token,DiagnosticReport.conclusionCode.concept
conclusioncode-reference,DiagnosticReport,reference,DiagnosticReport.conclusionCode.reference
issued,DiagnosticReport,date,DiagnosticReport.issued
media,DiagnosticReport,reference,DiagnosticReport.media.link
performer,DiagnosticReport,reference,DiagnosticReport.performer
procedure,DiagnosticReport,reference,DiagnosticReport.procedure
result,DiagnosticReport,reference,DiagnosticReport.result
results-interpreter,DiagnosticReport,reference,DiagnosticReport.resultsInterpreter
specimen,DiagnosticReport,reference,DiagnosticReport.specimen
status,DiagnosticReport,token,DiagnosticReport.status
study,DiagnosticReport,reference,DiagnosticReport.study
subject,DiagnosticReport,reference,DiagnosticReport.subject
attester,DocumentReference,reference,DocumentReference.attester.party
author,DocumentReference,reference,DocumentReference.author
based-on,DocumentReference,reference,DocumentReference.basedOn
bodysite,DocumentReference,token,DocumentReference.bodySite.concept
bodysite-reference,DocumentReference,reference,DocumentReference.bodySite.reference
category,DocumentReference,token,DocumentReference.category
contenttype,DocumentReference,token,DocumentReference.content.attachment.contentType
context,DocumentReference,reference,DocumentReference.context
creation,DocumentReference,date,DocumentReference.content.attachment.creation
custodian,DocumentReference,reference,DocumentReference.custodian
description,DocumentReference,string,DocumentReference.description
doc-status,DocumentReference,token,DocumentReference.docStatus
event-code,DocumentReference,token,DocumentReference.event.concept
event-reference,DocumentReference,reference,DocumentReference.event.reference
facility,DocumentReference,token,DocumentReference.facilityType
format-canonical,DocumentReference,uri,
format-code,DocumentReference,token,
format-uri,DocumentReference,uri,
language,DocumentReference,token,DocumentReference.content.attachment.language
location,DocumentReference,uri,DocumentReference.content.attachment.url
modality,DocumentReference,token,DocumentReference.modality
period,DocumentReference,date,DocumentReference.period
related,DocumentReference,reference,DocumentReference.related
relatesto,DocumentReference,reference,DocumentReference.relatesTo.target
relation,DocumentReference,token,DocumentReference.relatesTo.code
security-label,DocumentReference,token,DocumentReference.securityLabel
setting,DocumentReference,token,DocumentReference.practiceSetting
status,DocumentReference,token,DocumentReference.status
subject,DocumentReference,reference,DocumentReference.subject
version,DocumentReference,string,DocumentReference.version
relationship,DocumentReference,composite,DocumentReference.relatesTo
account,Encounter,reference,Encounter.account
appointment,Encounter,reference,Encounter.appointment
based-on,Encounter,reference,Encounter.basedOn
careteam,Encounter,reference,Encounter.careTeam
class,Encounter,token,Encounter.class
date-start,Encounter,date,Encounter.actualPeriod.start
diagnosis-code,Encounter,token,Encounter.diagnosis.condition.concept
diagnosis-reference,Encounter,reference,Encounter.diagnosis.condition.reference
end-date,Encounter,date,Encounter.actualPeriod.end
episode-of-care,Encounter,reference,Encounter.episodeOfCare
length,Encounter,quantity,Encounter.length
location,Encounter,reference,Encounter.location.location
location-period,Encounter,date,Encounter.location.period
part-of,Encounter,reference,Encounter.partOf
participant,Encounter,reference,Encounter.participant.actor
participant-type,Encounter,token,Encounter.participant.type
practitioner,Encounter,reference,Encounter.participant.actor.where
reason-code,Encounter,token,Encounter.reason.value.concept
reason-reference,Encounter,reference,Encounter.reason.value.reference
service-provider,Encounter,reference,Encounter.serviceProvider
special-arrangement,Encounter,token,Encounter.specialArrangement
status,Encounter,token,Encounter.status
subject,Encounter,reference,Encounter.subject
subject-status,Encounter,token,Encounter.subjectStatus
location-value-period,Encounter,composite,Encounter.location
identifier,EncounterHistory,token,EncounterHistory.identifier
patient,EncounterHistory,reference,EncounterHistory.subject.where
status,EncounterHistory,token,EncounterHistory.status
subject,EncounterHistory,reference,EncounterHistory.subject
connection-type,Endpoint,token,Endpoint.connectionType
identifier,Endpoint,token,Endpoint.identifier
name,Endpoint,string,Endpoint.name
organization,Endpoint,reference,Endpoint.managingOrganization
payload-type,Endpoint,token,Endpoint.payload.type
status,Endpoint,token,Endpoint.status
status,EnrollmentRequest,token,EnrollmentRequest.status
subject,EnrollmentRequest,reference,EnrollmentRequest.candidate
identifier,EnrollmentResponse,token,EnrollmentResponse.identifier
request,EnrollmentResponse,reference,EnrollmentResponse.request
status,EnrollmentResponse,token,EnrollmentResponse.status
care-manager,EpisodeOfCare,reference,EpisodeOfCare.careManager.where
diagnosis-code,EpisodeOfCare,token,EpisodeOfCare.diagnosis.condition.concept
diagnosis-reference,EpisodeOfCare,reference,EpisodeOfCare.diagnosis.condition.reference
incoming-referral,EpisodeOfCare,reference,EpisodeOfCare.referralRequest
organization,EpisodeOfCare,reference,EpisodeOfCare.managingOrganization
reason-code,EpisodeOfCare,token,EpisodeOfCare.reason.value.concept
reason-reference,EpisodeOfCare,reference,EpisodeOfCare.reason.value.reference
status,EpisodeOfCare,token,EpisodeOfCare.status
subject,EpisodeOfCare,reference,EpisodeOfCare.subject
care-team,ExplanationOfBenefit,reference,ExplanationOfBenefit.careTeam.provider
claim,ExplanationOfBenefit,reference,ExplanationOfBenefit.claim
coverage,ExplanationOfBenefit,reference,ExplanationOfBenefit.insurance.coverage
created,ExplanationOfBenefit,date,ExplanationOfBenefit.created
detail-udi,ExplanationOfBenefit,reference,ExplanationOfBenefit.item.detail.udi
disposition,ExplanationOfBenefit,string,ExplanationOfBenefit.disposition
enterer,ExplanationOfBenefit,reference,ExplanationOfBenefit.enterer
facility,ExplanationOfBenefit,reference,ExplanationOfBenefit.facility
item-udi,ExplanationOfBenefit,reference,ExplanationOfBenefit.item.udi
payee,ExplanationOfBenefit,reference,ExplanationOfBenefit.payee.party
procedure-udi,ExplanationOfBenefit,reference,ExplanationOfBenefit.procedure.udi
provider,ExplanationOfBenefit,reference,ExplanationOfBenefit.provider
status,ExplanationOfBenefit,token,ExplanationOfBenefit.status
subdetail-udi,ExplanationOfBenefit,reference,ExplanationOfBenefit.item.detail.subDetail.udi
relationship,FamilyMemberHistory,token,FamilyMemberHistory.relationship
sex,FamilyMemberHistory,token,FamilyMemberHistory.sex
status,FamilyMemberHistory,token,FamilyMemberHistory.status
author,Flag,reference,Flag.author
category,Flag,token,Flag.category
status,Flag,token,Flag.status
subject,Flag,reference,Flag.subject
code,FormularyItem,token,FormularyItem.code
identifier,FormularyItem,token,FormularyItem.identifier
focus,GenomicStudy,reference,GenomicStudy.analysis.focus
identifier,GenomicStudy,token,GenomicStudy.identifier
patient,GenomicStudy,reference,GenomicStudy.subject.where
status,GenomicStudy,token,GenomicStudy.status
subject,GenomicStudy,reference,GenomicStudy.subject
achievement-status,Goal,token,Goal.achievementStatus
addresses,Goal,reference,Goal.addresses
category,Goal,token,Goal.category
description,Goal,token,Goal.description
lifecycle-status,Goal,token,Goal.lifecycleStatus
start-date,Goal,date,
subject,Goal,reference,Goal.subject
target-date,Goal,date,
target-measure,Goal,token,Goal.target.measure
start,GraphDefinition,token,GraphDefinition.start
characteristic,Group,token,Group.characteristic.code
characteristic-reference,Group,reference,
code,Group,token,Group.code
exclude,Group,token,Group.characteristic.exclude
managing-entity,Group,reference,Group.managingEntity
member,Group,reference,Group.member.entity
membership,Group,token,Group.membership
type,Group,token,Group.type
value,Group,token,
characteristic-value,Group,composite,Group.characteristic
request,GuidanceResponse,token,GuidanceResponse.requestIdentifier
status,GuidanceResponse,token,GuidanceResponse.status
subject,GuidanceResponse,reference,GuidanceResponse.subject
active,HealthcareService,token,HealthcareService.active
characteristic,HealthcareService,token,HealthcareService.characteristic
communication,HealthcareService,token,HealthcareService.communication
coverage-area,HealthcareService,reference,HealthcareService.coverageArea
eligibility,HealthcareService,token,HealthcareService.eligibility.code
endpoint,HealthcareService,reference,HealthcareService.endpoint
identifier,HealthcareService,token,HealthcareService.identifier
location,HealthcareService,reference,HealthcareService.location
name,HealthcareService,string,HealthcareService.name
offered-in,HealthcareService,reference,HealthcareService.offeredIn
organization,HealthcareService,reference,HealthcareService.providedBy
program,HealthcareService,token,HealthcareService.program
service-category,HealthcareService,token,HealthcareService.category
service-type,HealthcareService,token,HealthcareService.type
specialty,HealthcareService,token,HealthcareService.specialty
based-on,ImagingSelection,reference,ImagingSelection.basedOn
body-site,ImagingSelection,token,ImagingSelection.bodySite.concept
body-structure,ImagingSelection,reference,ImagingSelection.bodySite.reference
category,ImagingSelection,token,ImagingSelection.category
derived-from,ImagingSelection,reference,ImagingSelection.derivedFrom
issued,ImagingSelection,date,ImagingSelection.issued
modality,ImagingSelection,token,ImagingSelection.modality
status,ImagingSelection,token,ImagingSelection.status
study-uid,ImagingSelection,token,ImagingSelection.studyUid
subject,ImagingSelection,reference,ImagingSelection.subject
based-on,ImagingStudy,reference,ImagingStudy.basedOn
body-site,ImagingStudy,token,ImagingStudy.series.bodySite.concept
body-structure,ImagingStudy,reference,ImagingStudy.series.bodySite.reference
dicom-class,ImagingStudy,uri,ImagingStudy.series.instance.sopClass
endpoint,ImagingStudy,reference,ImagingStudy.endpoint 
instance,ImagingStudy,token,ImagingStudy.series.instance.uid
modality,ImagingStudy,token,ImagingStudy.series.modality
performer,ImagingStudy,reference,ImagingStudy.series.performer.actor
procedure,ImagingStudy,reference,ImagingStudy.partOf
reason-concept,ImagingStudy,token,ImagingStudy.reason.concept
reason-reference,ImagingStudy,reference,ImagingStudy.reason.reference
referrer,ImagingStudy,reference,ImagingStudy.referrer
series,ImagingStudy,token,ImagingStudy.series.uid
started,ImagingStudy,date,ImagingStudy.started
status,ImagingStudy,token,ImagingStudy.status
subject,ImagingStudy,reference,ImagingStudy.subject
encounter,Immunization,reference,Immunization.encounter
location,Immunization,reference,Immunization.location
lot-number,Immunization,string,Immunization.lotNumber
manufacturer,Immunization,reference,Immunization.manufacturer.reference
performer,Immunization,reference,Immunization.performer.actor
reaction,Immunization,reference,Immunization.reaction.manifestation.reference
reaction-date,Immunization,date,Immunization.reaction.date
reason-code,Immunization,token,Immunization.reason.concept
reason-reference,Immunization,reference,Immunization.reason.reference
series,Immunization,string,Immunization.protocolApplied.series
status,Immunization,token,Immunization.status
status-reason,Immunization,token,Immunization.statusReason
target-disease,Immunization,token,Immunization.protocolApplied.targetDisease
vaccine-code,Immunization,token,Immunization.vaccineCode
dose-status,ImmunizationEvaluation,token,ImmunizationEvaluation.doseStatus
immunization-event,ImmunizationEvaluation,reference,ImmunizationEvaluation.immunizationEvent
status,ImmunizationEvaluation,token,ImmunizationEvaluation.status
target-disease,ImmunizationEvaluation,token,ImmunizationEvaluation.targetDisease
information,ImmunizationRecommendation,reference,ImmunizationRecommendation.recommendation.supportingPatientInformation
status,ImmunizationRecommendation,token,ImmunizationRecommendation.recommendation.forecastStatus
support,ImmunizationRecommendation,reference,ImmunizationRecommendation.recommendation.supportingImmunization
target-disease,ImmunizationRecommendation,token,ImmunizationRecommendation.recommendation.targetDisease
vaccine-type,ImmunizationRecommendation,token,ImmunizationRecommendation.recommendation.vaccineCode
depends-on,ImplementationGuide,reference,ImplementationGuide.dependsOn.uri
experimental,ImplementationGuide,token,ImplementationGuide.experimental
global,ImplementationGuide,reference,ImplementationGuide.global.profile
resource,ImplementationGuide,reference,ImplementationGuide.definition.resource.reference
for,Ingredient,reference,Ingredient.for
function,Ingredient,token,Ingredient.function
identifier,Ingredient,token,Ingredient.identifier
manufacturer,Ingredient,reference,Ingredient.manufacturer.manufacturer
role,Ingredient,token,Ingredient.role
status,Ingredient,token,Ingredient.status
strength-concentration-denominator,Ingredient,quantity,Ingredient.substance.strength.concentration.ofType
strength-concentration-numerator,Ingredient,quantity,Ingredient.substance.strength.concentration.ofType
strength-concentration-quantity,Ingredient,quantity,Ingredient.substance.strength.concentration.ofType
strength-presentation-denominator,Ingredient,quantity,Ingredient.substance.strength.presentation.ofType
strength-presentation-numerator,Ingredient,quantity,Ingredient.substance.strength.presentation.ofType
strength-presentation-quantity,Ingredient,quantity,Ingredient.substance.strength.presentation.ofType
substance,Ingredient,reference,Ingredient.substance.code.reference
substance-code,Ingredient,token,Ingredient.substance.code.concept
substance-definition,Ingredient,reference,Ingredient.substance.code.reference
strength-concentration-ratio,Ingredient,composite,Ingredient.substance.strength.concentration.ofType
strength-presentation-ratio,Ingredient,composite,Ingredient.substance.strength.presentation.ofType
coverage-area,InsurancePlan,reference,InsurancePlan.coverageArea
identifier,InsurancePlan,token,InsurancePlan.identifier
network,InsurancePlan,reference,InsurancePlan.network
product,InsurancePlan,reference,InsurancePlan.product
type,InsurancePlan,token,InsurancePlan.type
administered-by,Resource,reference,InsuranceProduct.administeredBy
contact-address,Resource,string,InsuranceProduct.contact.address
contact-address-city,Resource,string,InsuranceProduct.contact.address.city
contact-address-country,Resource,string,InsuranceProduct.contact.address.country
contact-address-postalcode,Resource,string,InsuranceProduct.contact.address.postalCode
contact-address-state,Resource,string,InsuranceProduct.contact.address.state
contact-address-use,Resource,token,InsuranceProduct.contact.address.use
endpoint,Resource,reference,InsuranceProduct.endpoint
identifier,Resource,token,InsuranceProduct.identifier
name,Resource,string,InsuranceProduct.name 
owned-by,Resource,reference,InsuranceProduct.ownedBy
phonetic,Resource,string,InsuranceProduct.name
status,Resource,token,InsuranceProduct.status
type,Resource,token,InsuranceProduct.type
code,InventoryItem,token,InventoryItem.code
identifier,InventoryItem,token,InventoryItem.identifier
status,InventoryItem,token,InventoryItem.status
subject,InventoryItem,reference,InventoryItem.instance.subject
identifier,InventoryReport,token,InventoryReport.identifier
item,InventoryReport,token,InventoryReport.inventoryListing.item.item.concept
item-reference,InventoryReport,reference,InventoryReport.inventoryListing.item.item.reference
status,InventoryReport,token,InventoryReport.status
account,Invoice,reference,Invoice.account
issuer,Invoice,reference,Invoice.issuer
participant,Invoice,reference,Invoice.participant.actor
participant-role,Invoice,token,Invoice.participant.role
recipient,Invoice,reference,Invoice.recipient
status,Invoice,token,Invoice.status
subject,Invoice,reference,Invoice.subject
totalgross,Invoice,quantity,Invoice.totalGross
totalnet,Invoice,quantity,Invoice.totalNet
content-type,Library,token,Library.content.contentType
subject-canonical,Library,reference,Library.subject as canonical
subject-code,Library,token,Library.subject as CodeableConcept
subject-reference,Library,reference,Library.subject as Reference
type,Library,token,Library.type
author,Linkage,reference,Linkage.author
item,Linkage,reference,Linkage.item.resource
source,Linkage,reference,Linkage.item.resource
empty-reason,List,token,List.emptyReason
item,List,reference,List.entry.item
notes,List,string,List.note.text
source,List,reference,List.source
status,List,token,List.status
subject,List,reference,List.subject
title,List,string,List.title
address,Location,string,Location.address
address-city,Location,string,Location.address.city
address-country,Location,string,Location.address.country
address-postalcode,Location,string,Location.address.postalCode
address-state,Location,string,Location.address.state
address-use,Location,token,Location.address.use
characteristic,Location,token,Location.form
contains,Location,special,Location.extension
endpoint,Location,reference,Location.endpoint
identifier,Location,token,Location.identifier
mode,Location,token,Location.mode
name,Location,string,Location.name 
near,Location,special,Location.position
operational-status,Location,token,Location.operationalStatus
organization,Location,reference,Location.managingOrganization
partof,Location,reference,Location.partOf
status,Location,token,Location.status
type,Location,token,Location.type
dose-form,ManufacturedItemDefinition,token,ManufacturedItemDefinition.manufacturedDoseForm
identifier,ManufacturedItemDefinition,token,ManufacturedItemDefinition.identifier
ingredient,ManufacturedItemDefinition,token,ManufacturedItemDefinition.ingredient
name,ManufacturedItemDefinition,token,ManufacturedItemDefinition.name
status,ManufacturedItemDefinition,token,ManufacturedItemDefinition.status
subject-canonical,Measure,reference,Measure.subject as canonical
subject-code,Measure,token,Measure.subject as CodeableConcept
subject-reference,Measure,reference,Measure.subject as Reference
evaluated-resource,MeasureReport,reference,MeasureReport.evaluatedResource
location,MeasureReport,reference,MeasureReport.location
measure,MeasureReport,reference,MeasureReport.measure
period,MeasureReport,date,MeasureReport.period
reporter,MeasureReport,reference,MeasureReport.reporter
status,MeasureReport,token,MeasureReport.status
subject,MeasureReport,reference,MeasureReport.subject
expiration-date,Medication,date,Medication.batch.expirationDate
form,Medication,token,Medication.doseForm
ingredient,Medication,reference,Medication.ingredient.item.reference
ingredient-code,Medication,token,Medication.ingredient.item.concept
lot-number,Medication,token,Medication.batch.lotNumber
marketingauthorizationholder,Medication,reference,Medication.marketingAuthorizationHolder
serial-number,Medication,token,Medication.identifier
status,Medication,token,Medication.status
date,MedicationAdministration,date,MedicationAdministration.occurrence.ofType
device,MedicationAdministration,reference,MedicationAdministration.device.reference
encounter,MedicationAdministration,reference,MedicationAdministration.encounter
encounter,MedicationRequest,reference,MedicationRequest.encounter
medication,MedicationAdministration,reference,MedicationAdministration.medication.reference
medication,MedicationDispense,reference,MedicationDispense.medication.reference
medication,MedicationRequest,reference,MedicationRequest.medication.reference
medication,MedicationStatement,reference,MedicationStatement.medication.reference
performer,MedicationAdministration,reference,MedicationAdministration.performer.actor.reference
performer-device-code,MedicationAdministration,token,MedicationAdministration.performer.actor.concept
reason-given,MedicationAdministration,reference,MedicationAdministration.reason.reference
reason-given-code,MedicationAdministration,token,MedicationAdministration.reason.concept
reason-not-given,MedicationAdministration,token,MedicationAdministration.statusReason
request,MedicationAdministration,reference,MedicationAdministration.request
status,MedicationAdministration,token,MedicationAdministration.status
status,MedicationDispense,token,MedicationDispense.status
status,MedicationRequest,token,MedicationRequest.status
status,MedicationStatement,token,MedicationStatement.status
subject,MedicationAdministration,reference,MedicationAdministration.subject
destination,MedicationDispense,reference,MedicationDispense.destination
location,MedicationDispense,reference,MedicationDispense.location
performer,MedicationDispense,reference,MedicationDispense.performer.actor
prescription,MedicationDispense,reference,MedicationDispense.authorizingPrescription
receiver,MedicationDispense,reference,MedicationDispense.receiver
recorded,MedicationDispense,date,MedicationDispense.recorded
responsibleparty,MedicationDispense,reference,MedicationDispense.substitution.responsibleParty
subject,MedicationDispense,reference,MedicationDispense.subject
whenhandedover,MedicationDispense,date,MedicationDispense.whenHandedOver
whenprepared,MedicationDispense,date,MedicationDispense.whenPrepared
classification,MedicationKnowledge,token,MedicationKnowledge.medicineClassification.classification
classification-type,MedicationKnowledge,token,MedicationKnowledge.medicineClassification.type
code,MedicationKnowledge,token,MedicationKnowledge.code
doseform,MedicationKnowledge,token,MedicationKnowledge.definitional.doseForm
ingredient,MedicationKnowledge,reference,MedicationKnowledge.definitional.ingredient.item.reference
ingredient-code,MedicationKnowledge,token,MedicationKnowledge.definitional.ingredient.item.concept
monitoring-program-name,MedicationKnowledge,token,MedicationKnowledge.monitoringProgram.name
monitoring-program-type,MedicationKnowledge,token,MedicationKnowledge.monitoringProgram.type
monograph,MedicationKnowledge,reference,MedicationKnowledge.monograph.source
monograph-type,MedicationKnowledge,token,MedicationKnowledge.monograph.type
packaging-cost,MedicationKnowledge,quantity,MedicationKnowledge.packaging.cost.cost as Quantity
packaging-cost-concept,MedicationKnowledge,token,MedicationKnowledge.packaging.cost.cost as CodeableConcept
product-type,MedicationKnowledge,token,MedicationKnowledge.productType
source-cost,MedicationKnowledge,token,MedicationKnowledge.cost.source
authoredon,MedicationRequest,date,MedicationRequest.authoredOn
category,MedicationRequest,token,MedicationRequest.category
combo-date,MedicationRequest,date,MedicationRequest.dosageInstruction.timing.event 
group-identifier,MedicationRequest,token,MedicationRequest.groupIdentifier
group-or-identifier,MedicationRequest,token,MedicationRequest.groupIdentifier 
intended-dispenser,MedicationRequest,reference,MedicationRequest.dispenseRequest.dispenser
intended-performer,MedicationRequest,reference,MedicationRequest.performer
intended-performertype,MedicationRequest,token,MedicationRequest.performerType
intent,MedicationRequest,token,MedicationRequest.intent
priority,MedicationRequest,token,MedicationRequest.priority
requester,MedicationRequest,reference,MedicationRequest.requester
subject,MedicationRequest,reference,MedicationRequest.subject
adherence,MedicationStatement,token,MedicationStatement.adherence.code
category,MedicationStatement,token,MedicationStatement.category
effective,MedicationStatement,date,MedicationStatement.effective.ofType
source,MedicationStatement,reference,MedicationStatement.informationSource
subject,MedicationStatement,reference,MedicationStatement.subject
characteristic,MedicinalProductDefinition,token,MedicinalProductDefinition.characteristic.value.ofType
characteristic-type,MedicinalProductDefinition,token,MedicinalProductDefinition.characteristic.type
contact,MedicinalProductDefinition,reference,MedicinalProductDefinition.contact.contact
domain,MedicinalProductDefinition,token,MedicinalProductDefinition.domain
identifier,MedicinalProductDefinition,token,MedicinalProductDefinition.identifier
ingredient,MedicinalProductDefinition,token,MedicinalProductDefinition.ingredient
master-file,MedicinalProductDefinition,reference,MedicinalProductDefinition.masterFile
name,MedicinalProductDefinition,string,MedicinalProductDefinition.name.productName
name-language,MedicinalProductDefinition,token,MedicinalProductDefinition.name.usage.language
product-classification,MedicinalProductDefinition,token,MedicinalProductDefinition.classification
status,MedicinalProductDefinition,token,MedicinalProductDefinition.status
type,MedicinalProductDefinition,token,MedicinalProductDefinition.type
category,MessageDefinition,token,MessageDefinition.category
event,MessageDefinition,token,MessageDefinition.event.ofType
focus,MessageDefinition,token,MessageDefinition.focus.code
code,MessageHeader,token,MessageHeader.response.code
destination,MessageHeader,string,MessageHeader.destination.name
event,MessageHeader,token,MessageHeader.event.ofType
focus,MessageHeader,reference,MessageHeader.focus
receiver,MessageHeader,reference,MessageHeader.destination.receiver
response-id,MessageHeader,token,MessageHeader.response.identifier
sender,MessageHeader,reference,MessageHeader.source.sender
source,MessageHeader,string,MessageHeader.source.name
identifier,Resource,token,MolecularDefinition.identifier
member,Resource,reference,MolecularDefinition.member
moleculetype,Resource,token,MolecularDefinition.moleculeType
topology,Resource,token,MolecularDefinition.topology
type,Resource,token,MolecularDefinition.type
contact,NamingSystem,string,NamingSystem.contact.name
id-type,NamingSystem,token,NamingSystem.uniqueId.type
kind,NamingSystem,token,NamingSystem.kind
period,NamingSystem,date,NamingSystem.uniqueId.period
responsible,NamingSystem,string,NamingSystem.responsible
telecom,NamingSystem,token,NamingSystem.contact.telecom
type,NamingSystem,token,NamingSystem.type
value,NamingSystem,string,NamingSystem.uniqueId.value
nutrition,NutritionIntake,token,NutritionIntake.nutritionItem.nutritionProduct.concept
source,NutritionIntake,reference,
status,NutritionIntake,token,NutritionIntake.status
subject,NutritionIntake,reference,NutritionIntake.subject
additive,NutritionOrder,token,NutritionOrder.additive.modularType.concept
datetime,NutritionOrder,date,NutritionOrder.dateTime
formula,NutritionOrder,token,NutritionOrder.enteralFormula.type.concept
group-identifier,NutritionOrder,token,NutritionOrder.groupIdentifier
oraldiet,NutritionOrder,token,NutritionOrder.oralDiet.type
requester,NutritionOrder,reference,NutritionOrder.requester
status,NutritionOrder,token,NutritionOrder.status
subject,NutritionOrder,reference,NutritionOrder.subject
supplement,NutritionOrder,token,NutritionOrder.supplement.type.concept
code,NutritionProduct,token,NutritionProduct.code
expiration-date,NutritionProduct,date,NutritionProduct.instance.expiry
identifier,NutritionProduct,token,NutritionProduct.instance.identifier
ingredient-item,NutritionProduct,token,NutritionProduct.ingredient.item.concept
lot-number,NutritionProduct,token,NutritionProduct.instance.lotNumber
serial-number,NutritionProduct,token,NutritionProduct.instance.identifier
status,NutritionProduct,token,NutritionProduct.category
based-on,Observation,reference,Observation.basedOn
category,Observation,token,Observation.category
combo-code,Observation,token,Observation.code 
combo-data-absent-reason,Observation,token,Observation.dataAbsentReason 
combo-interpretation,Observation,token,Observation.interpretation 
combo-value-concept,Observation,token,Observation.value.ofType
combo-value-quantity,Observation,quantity,Observation.value.ofType
component-code,Observation,token,Observation.component.code
component-data-absent-reason,Observation,token,Observation.component.dataAbsentReason
component-interpretation,Observation,token,Observation.component.interpretation
component-value-canonical,Observation,reference,Observation.component.value.ofType
component-value-concept,Observation,token,Observation.component.value.ofType
component-value-quantity,Observation,quantity,Observation.component.value.ofType
component-value-reference,Observation,reference,Observation.component.value.ofType
data-absent-reason,Observation,token,Observation.dataAbsentReason
derived-from,Observation,reference,Observation.derivedFrom
device,Observation,reference,Observation.device
focus,Observation,reference,Observation.focus
has-member,Observation,reference,Observation.hasMember
instantiates-canonical,Observation,uri,Observation.instantiates.ofType
instantiates-reference,Observation,reference,Observation.instantiates.ofType
interpretation,Observation,token,Observation.interpretation
method,Observation,token,Observation.method
part-of,Observation,reference,Observation.partOf
performer,Observation,reference,Observation.performer
specimen,Observation,reference,Observation.specimen
status,Observation,token,Observation.status
subject,Observation,reference,Observation.subject
value-canonical,Observation,uri,Observation.value.ofType
value-concept,Observation,token,Observation.value.ofType
value-date,Observation,date,Observation.value.ofType
value-quantity,Observation,quantity,Observation.value.ofType
value-reference,Observation,reference,Observation.value.ofType
value-string,Observation,string,value.ofType
code-value-concept,Observation,composite,Observation
code-value-date,Observation,composite,Observation
code-value-quantity,Observation,composite,Observation
code-value-string,Observation,composite,Observation
combo-code-value-concept,Observation,composite,Observation 
combo-code-value-quantity,Observation,composite,Observation 
component-code-value-concept,Observation,composite,Observation.component
component-code-value-quantity,Observation,composite,Observation.component
category,ObservationDefinition,token,ObservationDefinition.category
code,ObservationDefinition,token,ObservationDefinition.code
experimental,ObservationDefinition,token,ObservationDefinition.experimental
method,ObservationDefinition,token,ObservationDefinition.method
base,OperationDefinition,reference,OperationDefinition.base
code,OperationDefinition,token,OperationDefinition.code
input-profile,OperationDefinition,reference,OperationDefinition.inputProfile
instance,OperationDefinition,token,OperationDefinition.instance
kind,OperationDefinition,token,OperationDefinition.kind
output-profile,OperationDefinition,reference,OperationDefinition.outputProfile
system,OperationDefinition,token,OperationDefinition.system
type,OperationDefinition,token,OperationDefinition.type
active,Organization,token,Organization.active
address,Organization,string,Organization.contact.address
address-city,Organization,string,Organization.contact.address.city
address-country,Organization,string,Organization.contact.address.country
address-postalcode,Organization,string,Organization.contact.address.postalCode
address-state,Organization,string,Organization.contact.address.state
address-use,Organization,token,Organization.contact.address.use
endpoint,Organization,reference,Organization.endpoint
identifier,Organization,token,Organization.identifier 
name,Organization,string,Organization.name 
partof,Organization,reference,Organization.partOf
phonetic,Organization,string,Organization.name
type,Organization,token,Organization.type
active,OrganizationAffiliation,token,OrganizationAffiliation.active
date,OrganizationAffiliation,date,OrganizationAffiliation.period
email,OrganizationAffiliation,token,OrganizationAffiliation.contact.telecom.where
endpoint,OrganizationAffiliation,reference,OrganizationAffiliation.endpoint
identifier,OrganizationAffiliation,token,OrganizationAffiliation.identifier
location,OrganizationAffiliation,reference,OrganizationAffiliation.location
network,OrganizationAffiliation,reference,OrganizationAffiliation.network
participating-organization,OrganizationAffiliation,reference,OrganizationAffiliation.participatingOrganization
phone,OrganizationAffiliation,token,OrganizationAffiliation.contact.telecom.where
primary-organization,OrganizationAffiliation,reference,OrganizationAffiliation.organization
role,OrganizationAffiliation,token,OrganizationAffiliation.code
service,OrganizationAffiliation,reference,OrganizationAffiliation.healthcareService
specialty,OrganizationAffiliation,token,OrganizationAffiliation.specialty
telecom,OrganizationAffiliation,token,OrganizationAffiliation.contact.telecom
biological,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
contained-item,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
device,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
identifier,PackagedProductDefinition,token,PackagedProductDefinition.identifier
manufactured-item,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
medication,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
name,PackagedProductDefinition,token,PackagedProductDefinition.name
nutrition,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
package,PackagedProductDefinition,reference,PackagedProductDefinition.packaging.containedItem.item.reference
package-for,PackagedProductDefinition,reference,PackagedProductDefinition.packageFor
status,PackagedProductDefinition,token,PackagedProductDefinition.status
active,Patient,token,Patient.active
address,Patient,string,Patient.address
address,Person,string,Person.address
address,Practitioner,string,Practitioner.address
address,RelatedPerson,string,RelatedPerson.address
address-city,Patient,string,Patient.address.city
address-city,Person,string,Person.address.city
address-city,Practitioner,string,Practitioner.address.city
